ClienteID,Edad,Genero,Antiguedad_meses,Uso_mensual_GB,Plan,Soporte_contactado,Pago_puntual,Churn
3907,45.0,Masculino,51,11.81,Premium,6.0,1,0
3908,47.0,Masculino,39,,Premium,,1,0
3909,30.0,Masculino,33,0.56,Premium,1.0,1,0
3910,46.0,Femenino,24,1.33,Premium,1.0,1,0
3911,28.0,Femenino,21,4.74,Premium,,1,0
3912,39.0,Femenino,2,17.6,Básico,2.0,1,0
3913,33.0,Femenino,19,,Básico,5.0,1,0
3914,51.0,Femenino,45,1.98,Básico,8.0,1,0
3915,48.0,Masculino,52,8.5,Estándar,,0,0
3916,,Femenino,18,0.73,Estándar,2.0,0,0
3917,43.0,Masculino,10,10.67,Básico,1.0,0,0
3918,45.0,Femenino,45,18.38,Básico,1.0,1,0
3919,64.0,Masculino,37,17.16,Estándar,6.0,1,0
3920,56.0,Femenino,23,0.8,Básico,3.0,1,0
3921,28.0,Masculino,45,3.99,Estándar,5.0,1,0
3922,34.0,Femenino,41,4.4,Básico,,1,0
3923,37.0,Femenino,1,1.08,Premium,4.0,1,0
3924,37.0,Femenino,58,3.96,Premium,2.0,1,0
3925,30.0,Masculino,54,5.2,Básico,1.0,1,0
3926,47.0,Femenino,6,1.99,Premium,5.0,0,0
3927,39.0,Masculino,1,1.9,Premium,7.0,1,0
3928,43.0,Masculino,18,0.31,Estándar,9.0,1,0
3929,,Femenino,27,15.71,Premium,3.0,1,0
3930,21.0,Masculino,48,8.14,Básico,1.0,1,0
3931,34.0,Femenino,40,7.12,Premium,2.0,1,0
3932,47.0,Masculino,38,0.11,Básico,2.0,1,1
3933,46.0,Femenino,45,4.89,Premium,8.0,1,0
3934,,Masculino,17,1.0,Básico,9.0,1,1
3935,32.0,Masculino,26,,Estándar,3.0,1,0
3936,48.0,Femenino,13,4.85,Básico,5.0,1,0
3937,58.0,Femenino,10,9.55,Básico,8.0,1,1
3938,51.0,Masculino,59,1.47,Premium,9.0,1,1
3939,,Masculino,38,0.14,Estándar,7.0,1,0
3940,53.0,Femenino,26,12.27,Premium,8.0,1,0
3941,44.0,Masculino,31,11.96,Estándar,5.0,1,0
3942,45.0,Masculino,23,3.04,Premium,1.0,1,0
3943,70.0,Masculino,50,0.41,Estándar,4.0,1,1
3944,43.0,Masculino,59,3.45,Básico,9.0,1,1
3945,48.0,Masculino,20,3.71,Estándar,2.0,1,0
3946,41.0,Femenino,23,8.62,Básico,2.0,1,0
3947,37.0,Masculino,45,6.31,Premium,9.0,1,1
3948,44.0,Femenino,27,,Básico,0.0,0,1
3949,35.0,Masculino,15,,Estándar,,1,0
3950,42.0,Femenino,38,0.73,Estándar,6.0,0,0
3951,36.0,Femenino,11,0.47,Estándar,2.0,1,0
3952,15.0,Femenino,8,2.54,Estándar,6.0,1,1
3953,34.0,Masculino,14,0.4,Premium,5.0,1,1
3954,51.0,Masculino,13,8.84,Básico,0.0,1,0
3955,46.0,Femenino,22,3.11,Estándar,4.0,1,0
3956,37.0,Masculino,34,4.42,Básico,5.0,1,0
3957,41.0,Femenino,1,,Básico,8.0,1,1
3958,30.0,Femenino,37,19.11,Básico,9.0,1,1
3959,32.0,Masculino,32,12.37,Estándar,5.0,1,0
3960,40.0,Masculino,11,9.46,Básico,7.0,1,0
3961,37.0,Masculino,10,2.42,Premium,1.0,1,0
3962,,Masculino,30,0.78,Básico,0.0,1,0
3963,39.0,Femenino,12,4.48,Básico,0.0,1,0
3964,27.0,Femenino,42,,Básico,6.0,1,0
3965,59.0,Masculino,41,1.28,Básico,7.0,1,0
3966,51.0,Femenino,34,0.51,Básico,7.0,1,0
3967,14.0,Masculino,55,2.86,Estándar,2.0,1,0
3968,50.0,Femenino,25,5.26,Básico,4.0,1,0
3969,36.0,Masculino,36,4.91,Básico,6.0,1,0
3970,33.0,Masculino,4,7.43,Básico,8.0,1,0
3971,49.0,Femenino,58,3.14,Básico,4.0,0,0
3972,38.0,Masculino,21,1.94,Estándar,3.0,0,0
3973,35.0,Femenino,30,3.87,Básico,3.0,1,0
3974,24.0,Femenino,38,18.45,Básico,5.0,1,0
3975,51.0,Femenino,12,0.23,Básico,8.0,1,0
3976,52.0,Masculino,39,3.76,Premium,0.0,1,1
3977,42.0,Femenino,25,2.0,Básico,0.0,1,0
3978,26.0,Femenino,54,0.56,Básico,,0,0
3979,44.0,Masculino,19,2.85,Estándar,3.0,1,0
3980,48.0,Masculino,2,49.853536842105264,Premium,3.0,1,0
3981,40.0,Masculino,22,3.76,Básico,7.0,0,0
3982,51.0,Femenino,30,0.15,Estándar,4.0,1,0
3983,42.0,Femenino,57,4.33,Premium,9.0,1,0
3984,44.0,Femenino,51,1.32,Básico,3.0,0,0
3985,,Masculino,36,2.09,Premium,7.0,1,0
3986,34.0,Masculino,3,1.87,Estándar,6.0,1,1
3987,21.0,Femenino,23,9.78,Estándar,5.0,1,0
3988,,Masculino,4,0.24,Premium,1.0,1,0
3989,33.0,Femenino,28,2.14,Básico,4.0,1,0
3990,23.0,Masculino,14,2.51,Estándar,1.0,1,0
3991,47.0,Masculino,6,4.82,Premium,5.0,1,0
3992,40.0,Masculino,6,7.78,Básico,8.0,1,0
3993,18.0,Masculino,41,6.5,Básico,8.0,1,1
3994,59.0,Femenino,37,6.98,Estándar,5.0,1,1
3995,31.0,Femenino,7,1.07,Básico,3.0,1,1
3996,33.0,Femenino,13,12.14,Estándar,9.0,1,1
3997,51.0,Femenino,1,2.67,Estándar,8.0,1,0
3998,45.0,Femenino,24,0.06,Estándar,4.0,1,0
3999,53.0,Masculino,34,5.51,Estándar,7.0,0,1
4000,14.0,Masculino,52,4.63,Básico,8.0,1,0
4001,37.0,Masculino,10,0.67,Básico,4.0,1,0
4002,42.0,Masculino,55,16.08,Premium,5.0,1,1
4003,56.0,Femenino,6,4.12,Básico,,1,1
4004,30.0,Femenino,4,3.17,Básico,0.0,1,0
4005,36.0,Masculino,8,2.54,Premium,0.0,1,0
4006,42.0,Femenino,46,1.18,Básico,4.0,0,0
4007,49.0,Femenino,48,15.27,Estándar,2.0,1,0
4008,27.0,Femenino,15,6.06,Básico,6.0,1,1
4009,50.0,Masculino,45,4.19,Básico,3.0,1,0
4010,33.0,Femenino,12,4.99,Estándar,3.0,1,1
4011,45.0,Masculino,39,9.18,Estándar,3.0,1,1
4012,38.0,Femenino,47,5.05,Premium,5.0,1,0
4013,,Masculino,6,0.61,Estándar,8.0,1,0
4014,43.0,Masculino,53,5.97,Básico,8.0,1,1
4015,55.0,Masculino,21,4.16,Básico,4.0,1,1
4016,,Masculino,46,16.96,Básico,7.0,1,0
4017,36.0,Masculino,32,6.62,Básico,3.0,1,1
4018,53.0,Femenino,32,2.11,Estándar,7.0,1,0
4019,57.0,Masculino,27,0.73,Básico,9.0,1,0
4020,35.0,Femenino,47,,Básico,8.0,1,0
4021,48.0,Femenino,55,5.69,Premium,,1,1
4022,30.0,Masculino,11,0.98,Estándar,7.0,1,1
4023,48.0,Femenino,22,5.24,Básico,8.0,1,0
4024,51.0,Femenino,36,8.73,Básico,,1,0
4025,37.0,Femenino,23,,Premium,7.0,1,0
4026,53.0,Masculino,37,6.12,Premium,3.0,1,0
4027,37.0,Femenino,23,0.35,Estándar,4.0,1,0
4028,40.0,Femenino,55,0.04,Básico,9.0,1,0
4029,45.0,Masculino,27,0.17,Estándar,5.0,1,0
4030,,Masculino,34,4.99,Premium,4.0,1,1
4031,24.0,Femenino,20,,Básico,8.0,1,0
4032,43.0,Femenino,15,7.38,Premium,1.0,1,0
4033,31.0,Femenino,42,1.47,Premium,5.0,1,1
4034,25.0,Femenino,4,0.37,Básico,9.0,1,0
4035,49.0,Femenino,29,4.79,Básico,1.0,1,1
4036,58.0,Masculino,55,0.02,Estándar,7.0,1,0
4037,50.0,Masculino,40,7.87,Básico,7.0,1,0
4038,26.0,Femenino,11,1.39,Básico,4.0,1,1
4039,42.0,Femenino,49,1.78,Premium,9.0,0,0
4040,36.0,Femenino,7,2.11,Básico,7.0,1,1
4041,30.0,Femenino,11,7.21,Básico,4.0,1,0
4042,41.0,Masculino,54,1.54,Básico,,1,0
4043,39.0,Masculino,42,1.67,Estándar,8.0,1,0
4044,37.0,Femenino,33,3.89,Estándar,7.0,1,0
4045,52.0,Femenino,30,3.11,Básico,3.0,0,0
4046,56.0,Masculino,32,15.57,Básico,1.0,1,1
4047,36.0,Masculino,40,1.53,Básico,1.0,1,1
4048,38.0,Masculino,37,0.48,Básico,1.0,1,1
4049,37.0,Femenino,13,3.89,Premium,9.0,0,0
4050,46.0,Femenino,7,1.02,Básico,7.0,1,1
4051,44.0,Femenino,24,2.67,Básico,5.0,1,1
4052,31.0,Masculino,55,1.04,Estándar,0.0,1,0
4053,38.0,Femenino,11,10.64,Estándar,9.0,1,1
4054,22.0,Masculino,31,1.98,Básico,,0,0
4055,21.0,Masculino,44,7.46,Estándar,2.0,1,0
4056,26.0,Femenino,14,14.84,Básico,9.0,1,1
4057,37.0,Masculino,44,,Básico,6.0,1,0
4058,47.0,Masculino,26,3.72,Básico,9.0,0,0
4059,31.0,Femenino,1,20.45,Básico,4.0,1,0
4060,38.0,Femenino,6,5.33,Básico,,1,0
4061,43.0,Masculino,59,0.69,Básico,5.0,1,0
4062,58.0,Femenino,31,,Básico,3.0,1,0
4063,41.0,Masculino,43,3.16,Básico,,0,0
4064,41.0,Masculino,43,0.83,Estándar,5.0,1,0
4065,33.0,Femenino,12,7.84,Básico,6.0,1,1
4066,62.0,Masculino,1,4.9,Básico,8.0,0,0
4067,49.0,Masculino,52,10.69,Básico,0.0,1,0
4068,27.0,Masculino,52,8.78,Estándar,5.0,1,0
4069,58.0,Masculino,56,1.93,Básico,7.0,1,0
4070,49.0,Femenino,6,1.48,Estándar,3.0,1,0
4071,43.0,Masculino,29,6.62,Básico,9.0,1,0
4072,48.0,Femenino,30,4.26,Premium,8.0,1,0
4073,54.0,Masculino,55,,Estándar,3.0,1,0
4074,31.0,Femenino,13,1.0,Estándar,3.0,1,1
4075,35.0,Femenino,30,,Básico,8.0,1,0
4076,40.0,Masculino,12,4.46,Estándar,3.0,1,0
4077,25.0,Masculino,10,0.45,Estándar,8.0,1,0
4078,49.0,Femenino,55,1.16,Básico,0.0,1,0
4079,37.0,Masculino,39,,Premium,,1,0
4080,35.0,Masculino,10,0.71,Premium,1.0,1,1
4081,32.0,Femenino,18,1.43,Básico,7.0,1,0
4082,40.0,Masculino,6,11.86,Premium,4.0,0,0
4083,42.0,Femenino,56,5.97,Estándar,,1,0
4084,52.0,Femenino,8,1.83,Básico,,1,1
4085,52.0,Masculino,20,10.49,Básico,5.0,1,1
4086,26.0,Masculino,55,1.44,Básico,0.0,1,0
4087,46.0,Masculino,41,4.45,Premium,1.0,1,0
4088,55.0,Femenino,16,2.3,Estándar,2.0,0,0
4089,,Masculino,56,6.97,Básico,1.0,1,0
4090,38.0,Femenino,2,2.32,Estándar,8.0,1,0
4091,,Masculino,11,1.43,Estándar,9.0,1,0
4092,46.0,Femenino,24,4.68,Básico,,1,1
4093,43.0,Masculino,19,6.84,Básico,8.0,1,0
4094,52.0,Masculino,4,3.84,Premium,4.0,1,0
4095,,Femenino,3,6.3,Premium,3.0,1,0
4096,55.0,Masculino,15,2.74,Premium,1.0,1,1
4097,47.0,Femenino,40,7.93,Básico,3.0,1,0
4098,,Masculino,4,4.4,Estándar,7.0,1,0
4099,33.0,Masculino,43,1.09,Estándar,1.0,1,0
4100,59.0,Masculino,17,11.07,Estándar,7.0,1,0
4101,33.0,Femenino,9,9.06,Estándar,1.0,1,0
4102,34.0,Masculino,25,16.61,Básico,0.0,1,0
4103,35.0,Masculino,1,4.21,Básico,3.0,1,0
4104,34.0,Masculino,40,5.63,Básico,6.0,1,1
4105,63.0,Masculino,2,9.96,Básico,,1,1
4106,46.0,Femenino,55,0.27,Básico,2.0,1,0
4107,46.0,Masculino,45,12.16,Premium,5.0,0,0
4108,17.0,Femenino,33,1.58,Básico,1.0,1,1
4109,55.0,Masculino,22,0.29,Básico,8.0,1,1
4110,28.0,Femenino,42,1.36,Premium,5.0,0,0
4111,40.0,Femenino,12,4.41,Estándar,5.0,1,1
4112,,Masculino,27,0.25,Básico,7.0,1,0
4113,43.0,Femenino,11,0.0,Básico,0.0,1,0
4114,,Masculino,42,5.1,Estándar,9.0,0,0
4115,28.0,Masculino,14,3.02,Básico,2.0,1,1
4116,31.0,Femenino,14,9.3,Premium,1.0,1,0
4117,42.0,Femenino,40,1.49,Estándar,0.0,1,1
4118,59.0,Femenino,43,1.65,Estándar,5.0,1,1
4119,35.0,Masculino,22,0.4,Básico,3.0,1,1
4120,31.0,Femenino,9,3.87,Premium,5.0,1,0
4121,42.0,Femenino,15,2.28,Estándar,7.0,1,0
4122,40.0,Masculino,59,2.08,Estándar,6.0,0,0
4123,28.0,Masculino,33,3.06,Premium,2.0,0,0
4124,35.0,Femenino,57,9.48,Premium,2.0,1,0
4125,16.0,Masculino,19,0.56,Básico,5.0,1,0
4126,40.0,Femenino,31,3.71,Básico,0.0,0,0
4127,25.0,Masculino,18,1.09,Básico,2.0,1,1
4128,70.0,Femenino,12,1.19,Básico,7.0,1,0
4129,47.0,Femenino,40,1.48,Premium,2.0,1,0
4130,,Femenino,58,3.08,Básico,0.0,1,0
4131,46.0,Femenino,37,3.41,Básico,9.0,1,0
4132,34.0,Femenino,45,10.26,Básico,8.0,1,1
4133,38.0,Masculino,49,11.13,Premium,1.0,1,0
4134,46.0,Femenino,1,4.42,Premium,6.0,1,1
4135,,Femenino,34,1.65,Estándar,7.0,1,0
4136,48.0,Femenino,7,8.53,Estándar,2.0,1,0
4137,,Femenino,2,7.87,Estándar,6.0,1,0
4138,22.0,Masculino,57,8.0,Estándar,9.0,1,0
4139,46.0,Femenino,22,0.08,Básico,3.0,1,0
4140,30.0,Femenino,4,,Estándar,1.0,1,0
4141,48.0,Masculino,45,9.58,Estándar,3.0,1,0
4142,44.0,Masculino,46,4.64,Estándar,7.0,1,1
4143,63.0,Femenino,20,6.96,Estándar,1.0,1,0
4144,60.0,Femenino,3,,Premium,5.0,1,0
4145,23.0,Masculino,9,3.53,Estándar,9.0,1,0
4146,49.0,Femenino,18,8.4,Estándar,2.0,1,0
4147,49.0,Femenino,57,7.86,Premium,2.0,1,1
4148,54.0,Femenino,16,12.39,Básico,5.0,0,0
4149,46.0,Masculino,51,12.72,Básico,2.0,1,0
4150,47.0,Masculino,52,3.77,Estándar,1.0,1,0
4151,28.0,Femenino,9,0.16,Estándar,1.0,1,0
4152,45.0,Masculino,19,0.1,Básico,2.0,0,0
4153,37.0,Masculino,6,13.98,Estándar,1.0,1,0
4154,48.0,Masculino,44,2.06,Premium,5.0,0,1
4155,39.0,Femenino,15,2.37,Estándar,3.0,1,0
4156,45.0,Masculino,53,3.17,Estándar,0.0,1,0
4157,47.0,Masculino,6,1.54,Básico,2.0,1,1
4158,48.0,Masculino,5,,Premium,9.0,1,0
4159,31.0,Femenino,29,7.68,Estándar,2.0,1,0
4160,69.0,Masculino,46,1.49,Básico,3.0,1,0
4161,43.0,Femenino,27,6.79,Estándar,5.0,0,1
4162,48.0,Masculino,51,5.57,Básico,0.0,1,1
4163,41.0,Femenino,50,3.73,Básico,1.0,1,0
4164,27.0,Masculino,58,1.97,Básico,9.0,1,0
4165,49.0,Masculino,45,10.31,Básico,2.0,1,0
4166,43.0,Femenino,41,2.58,Estándar,4.0,1,0
4167,51.0,Femenino,52,2.35,Estándar,6.0,1,0
4168,32.0,Masculino,26,5.13,Básico,0.0,0,0
4169,36.0,Femenino,28,12.65,Estándar,1.0,1,0
4170,43.0,Masculino,54,3.55,Básico,3.0,1,0
4171,41.0,Femenino,32,6.41,Estándar,9.0,1,0
4172,37.0,Masculino,25,3.05,Básico,0.0,1,0
4173,43.0,Femenino,53,1.23,Estándar,0.0,1,0
4174,57.0,Masculino,7,0.66,Básico,8.0,1,0
4175,45.0,Masculino,30,0.73,Básico,5.0,1,0
4176,54.0,Femenino,53,0.11,Estándar,,1,0
4177,38.0,Femenino,31,4.02,Estándar,9.0,1,0
4178,41.0,Masculino,12,0.7,Básico,6.0,1,0
4179,43.0,Masculino,9,10.04,Básico,9.0,1,1
4180,35.0,Masculino,34,20.34,Básico,5.0,0,0
4181,43.0,Femenino,3,3.42,Estándar,5.0,1,0
4182,59.0,Masculino,37,2.99,Premium,7.0,1,0
4183,,Femenino,50,2.14,Estándar,9.0,1,1
4184,57.0,Femenino,28,5.08,Básico,2.0,1,1
4185,44.0,Femenino,46,4.68,Estándar,9.0,1,0
4186,31.0,Femenino,22,2.1,Básico,1.0,1,0
4187,69.0,Femenino,26,2.1,Premium,8.0,1,1
4188,34.0,Femenino,19,5.18,Premium,4.0,1,0
4189,58.0,Femenino,21,4.04,Estándar,5.0,1,0
4190,44.0,Femenino,37,6.34,Premium,6.0,1,1
4191,28.0,Masculino,10,14.18,Básico,1.0,1,0
4192,22.0,Masculino,16,7.56,Básico,5.0,1,0
4193,57.0,Femenino,24,1.81,Básico,0.0,1,0
4194,33.0,Masculino,25,7.12,Estándar,8.0,1,0
4195,25.0,Femenino,52,2.99,Básico,5.0,1,0
4196,37.0,Femenino,26,7.52,Básico,6.0,1,0
4197,,Femenino,1,10.88,Básico,4.0,1,0
4198,44.0,Femenino,53,1.44,Premium,1.0,1,0
4199,44.0,Femenino,4,1.36,Básico,3.0,1,0
4200,31.0,Femenino,37,2.83,Básico,4.0,1,1
4201,40.0,Femenino,43,0.26,Básico,9.0,1,0
4202,61.0,Femenino,14,5.79,Básico,1.0,1,0
4203,27.0,Femenino,57,6.93,Básico,8.0,0,1
4204,46.0,Masculino,24,2.12,Básico,1.0,1,1
4205,27.0,Masculino,27,3.13,Básico,1.0,1,0
4206,35.0,Masculino,43,4.46,Estándar,1.0,1,0
4207,54.0,Masculino,27,0.38,Estándar,1.0,1,0
4208,16.0,Femenino,24,6.21,Premium,4.0,0,0
4209,65.0,Femenino,40,3.74,Básico,6.0,1,0
4210,24.0,Femenino,1,4.89,Básico,,0,0
4211,16.0,Masculino,39,6.43,Básico,8.0,1,0
4212,40.0,Masculino,13,5.63,Estándar,5.0,1,0
4213,35.0,Masculino,20,0.5,Básico,0.0,0,1
4214,33.0,Masculino,38,7.63,Estándar,0.0,1,0
4215,,Masculino,36,4.71,Estándar,8.0,1,0
4216,29.0,Femenino,12,6.27,Estándar,8.0,1,0
4217,47.0,Femenino,5,,Básico,0.0,1,0
4218,,Femenino,5,1.25,Básico,0.0,1,0
4219,24.0,Masculino,17,8.75,Premium,4.0,0,1
4220,52.0,Femenino,38,2.47,Básico,4.0,1,0
4221,49.0,Masculino,10,,Básico,6.0,1,1
4222,59.0,Femenino,16,4.01,Básico,3.0,1,0
4223,40.0,Masculino,24,4.4,Estándar,9.0,1,1
4224,30.0,Femenino,29,0.36,Premium,0.0,1,0
4225,55.0,Masculino,53,1.8,Básico,5.0,1,0
4226,41.0,Femenino,14,0.34,Estándar,9.0,1,0
4227,62.0,Masculino,10,3.27,Premium,2.0,1,0
4228,49.0,Femenino,29,11.62,Básico,6.0,1,1
4229,40.0,Femenino,28,2.46,Básico,0.0,1,0
4230,29.0,Femenino,54,7.63,Premium,3.0,0,0
4231,39.0,Masculino,53,1.69,Básico,,1,0
4232,,Masculino,17,9.7,Básico,8.0,1,0
4233,22.0,Femenino,5,2.72,Premium,9.0,1,0
4234,35.0,Femenino,2,2.19,Básico,5.0,1,1
4235,21.0,Femenino,36,5.98,Premium,1.0,1,0
4236,28.0,Masculino,50,3.59,Básico,5.0,1,0
4237,33.0,Masculino,40,2.06,Premium,8.0,1,0
4238,37.0,Femenino,46,0.3,Estándar,0.0,1,0
4239,44.0,Femenino,45,0.91,Básico,4.0,1,0
4240,48.0,Masculino,39,,Estándar,7.0,1,0
4241,57.0,Masculino,9,12.67,Básico,6.0,1,0
4242,59.0,Masculino,36,0.92,Básico,9.0,1,0
4243,54.0,Femenino,5,4.21,Estándar,1.0,1,1
4244,35.0,Masculino,15,0.17,Premium,7.0,1,0
4245,43.0,Masculino,9,1.72,Estándar,8.0,1,1
4246,,Femenino,25,2.98,Premium,9.0,1,0
4247,43.0,Masculino,50,6.66,Premium,7.0,1,1
4248,38.0,Masculino,28,0.23,Estándar,5.0,1,0
4249,26.0,Femenino,27,7.6,Premium,8.0,1,0
4250,57.0,Masculino,46,1.13,Básico,7.0,0,0
4251,60.0,Femenino,47,7.13,Estándar,3.0,1,0
4252,31.0,Femenino,33,4.91,Estándar,5.0,0,0
4253,46.0,Femenino,51,2.07,Básico,4.0,1,0
4254,31.0,Femenino,58,6.43,Premium,9.0,1,1
4255,39.0,Masculino,33,,Básico,8.0,1,0
4256,34.0,Femenino,38,1.24,Básico,3.0,1,1
4257,32.0,Masculino,8,,Básico,0.0,1,0
4258,42.0,Masculino,4,,Estándar,8.0,1,0
4259,18.0,Masculino,48,0.51,Básico,8.0,1,0
4260,34.0,Masculino,43,2.72,Estándar,6.0,1,0
4261,88.0,Femenino,36,0.05,Estándar,4.0,1,0
4262,22.0,Masculino,43,0.84,Estándar,6.0,1,0
4263,35.0,Masculino,31,13.47,Estándar,,1,0
4264,43.0,Masculino,10,7.94,Básico,2.0,1,0
4265,38.0,Femenino,49,1.35,Básico,4.0,1,0
4266,31.0,Masculino,41,6.33,Premium,2.0,1,0
4267,52.0,Masculino,42,5.52,Estándar,7.0,1,0
4268,42.0,Masculino,8,0.97,Estándar,0.0,1,0
4269,33.0,Masculino,30,2.32,Básico,3.0,1,1
4270,50.0,Femenino,14,12.25,Básico,,1,0
4271,34.0,Femenino,45,6.71,Premium,8.0,1,0
4272,30.0,Femenino,35,7.14,Premium,9.0,1,1
4273,47.0,Femenino,46,4.15,Básico,1.0,0,0
4274,24.0,Femenino,46,5.48,Estándar,8.0,1,0
4275,61.0,Masculino,3,3.55,Básico,,1,0
4276,58.0,Femenino,29,6.75,Básico,,0,0
4277,47.0,Femenino,16,,Básico,3.0,0,0
4278,33.0,Masculino,10,0.16,Estándar,4.0,1,0
4279,27.0,Femenino,4,5.0,Premium,0.0,1,0
4280,9.0,Masculino,52,4.97,Premium,3.0,1,0
4281,59.0,Femenino,50,0.35,Premium,7.0,1,0
4282,28.0,Masculino,4,2.64,Estándar,5.0,1,0
4283,44.0,Masculino,2,11.45,Básico,6.0,1,1
4284,42.0,Femenino,11,15.33,Básico,0.0,1,0
4285,20.0,Masculino,15,,Estándar,6.0,1,0
4286,33.0,Femenino,11,0.82,Premium,5.0,1,0
4287,26.0,Femenino,55,2.35,Premium,3.0,1,0
4288,50.0,Femenino,53,1.01,Básico,1.0,1,0
4289,,Femenino,23,5.28,Básico,1.0,1,0
4290,37.0,Masculino,38,7.42,Básico,6.0,1,1
4291,30.0,Masculino,50,10.76,Estándar,2.0,1,0
4292,42.0,Masculino,30,9.85,Básico,1.0,1,0
4293,,Masculino,50,0.52,Premium,9.0,1,0
4294,22.0,Masculino,1,0.67,Básico,2.0,1,1
4295,65.0,Femenino,45,12.02,Premium,9.0,1,0
4296,37.0,Masculino,33,9.28,Básico,1.0,1,1
4297,39.0,Masculino,45,3.08,Básico,2.0,1,0
4298,59.0,Masculino,53,2.81,Estándar,4.0,1,1
4299,39.0,Masculino,37,4.02,Premium,9.0,1,0
4300,39.0,Masculino,23,4.54,Básico,9.0,0,0
4301,29.0,Femenino,49,1.47,Premium,9.0,1,0
4302,33.0,Masculino,48,2.59,Básico,4.0,0,0
4303,32.0,Femenino,53,4.83,Premium,,1,0
4304,19.0,Femenino,18,1.16,Básico,9.0,1,0
4305,15.0,Masculino,10,33.77,Básico,2.0,0,0
4306,37.0,Femenino,17,1.66,Básico,2.0,1,1
4307,23.0,Masculino,7,4.02,Básico,6.0,1,0
4308,48.0,Masculino,15,4.04,Básico,5.0,1,0
4309,37.0,Masculino,51,3.0,Básico,5.0,1,0
4310,21.0,Masculino,27,1.38,Estándar,3.0,0,0
4311,58.0,Masculino,9,4.17,Estándar,3.0,1,0
4312,35.0,Masculino,21,0.48,Básico,1.0,1,1
4313,46.0,Femenino,53,,Premium,5.0,0,0
4314,60.0,Masculino,37,1.27,Premium,9.0,1,0
4315,,Femenino,57,0.66,Premium,2.0,1,0
4316,40.0,Femenino,29,,Estándar,5.0,0,0
4317,57.0,Masculino,42,6.02,Básico,2.0,1,0
4318,36.0,Femenino,45,0.92,Básico,2.0,1,0
4319,53.0,Femenino,33,14.92,Básico,0.0,1,0
4320,39.0,Femenino,53,1.22,Estándar,4.0,1,0
4321,42.0,Femenino,58,1.34,Estándar,1.0,1,0
4322,42.0,Masculino,6,0.72,Estándar,9.0,1,0
4323,36.0,Masculino,25,6.51,Estándar,1.0,1,0
4324,34.0,Femenino,35,4.23,Básico,8.0,1,0
4325,32.0,Masculino,17,0.3,Estándar,1.0,1,0
4326,,Masculino,44,0.13,Básico,1.0,1,0
4327,35.0,Femenino,27,3.8,Estándar,5.0,1,0
4328,37.0,Femenino,43,5.27,Básico,9.0,1,1
4329,45.0,Masculino,40,8.65,Básico,0.0,1,1
4330,39.0,Masculino,25,3.25,Premium,7.0,1,0
4331,53.0,Femenino,12,5.64,Básico,0.0,1,1
4332,52.0,Masculino,43,6.61,Estándar,8.0,1,0
4333,56.0,Femenino,54,4.75,Premium,3.0,1,0
4334,38.0,Masculino,37,2.17,Básico,2.0,1,1
4335,34.0,Femenino,40,0.71,Básico,6.0,1,0
4336,24.0,Femenino,44,5.21,Básico,7.0,1,1
4337,56.0,Femenino,54,7.32,Básico,4.0,1,1
4338,26.0,Masculino,38,1.05,Básico,2.0,1,0
4339,29.0,Masculino,41,3.41,Básico,3.0,1,1
4340,43.0,Femenino,25,2.53,Básico,9.0,1,0
4341,36.0,Femenino,49,,Básico,5.0,0,0
4342,57.0,Masculino,2,1.41,Básico,4.0,1,0
4343,31.0,Masculino,1,1.36,Premium,3.0,1,0
4344,40.0,Femenino,50,2.71,Estándar,2.0,1,0
4345,18.0,Masculino,3,2.48,Básico,5.0,1,0
4346,55.0,Femenino,29,4.04,Premium,6.0,1,1
4347,20.0,Femenino,14,0.49,Básico,1.0,1,1
4348,70.0,Femenino,45,4.35,Básico,5.0,1,0
4349,39.0,Masculino,34,0.11,Básico,2.0,1,0
4350,37.0,Masculino,22,1.49,Estándar,9.0,0,1
4351,40.0,Femenino,36,3.49,Básico,7.0,1,1
4352,27.0,Masculino,15,5.81,Básico,1.0,1,0
4353,,Masculino,37,7.38,Estándar,4.0,1,0
4354,35.0,Femenino,10,0.18,Premium,7.0,1,0
4355,36.0,Masculino,9,3.86,Básico,8.0,1,1
4356,55.0,Femenino,50,2.19,Básico,6.0,1,0
4357,,Femenino,35,5.94,Premium,8.0,1,0
4358,38.0,Femenino,46,1.67,Básico,8.0,1,1
4359,39.0,Femenino,42,6.81,Básico,7.0,1,0
4360,,Masculino,17,,Premium,6.0,1,0
4361,33.0,Masculino,47,7.8,Estándar,5.0,1,0
4362,36.0,Femenino,18,20.8,Básico,2.0,1,0
4363,62.0,Masculino,49,11.96,Estándar,,1,0
4364,46.0,Masculino,25,4.5,Premium,2.0,1,0
4365,,Femenino,35,11.21,Básico,8.0,1,1
4366,48.0,Femenino,16,0.83,Básico,8.0,1,0
4367,41.0,Masculino,51,0.22,Básico,9.0,1,0
4368,49.0,Masculino,45,3.81,Estándar,9.0,1,0
4369,38.0,Femenino,55,18.32,Estándar,8.0,1,1
4370,30.0,Femenino,49,6.18,Básico,3.0,0,1
4371,20.0,Femenino,25,1.82,Estándar,,0,1
4372,54.0,Masculino,55,5.52,Estándar,1.0,1,1
4373,48.0,Masculino,16,0.2,Básico,0.0,1,0
4374,44.0,Femenino,41,3.18,Estándar,7.0,1,1
